标题,日期,链接,内容,来源
【边塞雄风】2025年10月2-5日自驾应县木塔-朔州云冈石窟-大同古城-大同土林-北岳恒山4日游招募,2025-10-02,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9gCC6iHDuUtp0BxO3OKytSEvEjauyInodITaIuBSCVjte5kFvmaaJ4kblqQkA1M9EO3kedabMszLnMe5k3dwXt4b7BzDVw6SUtn5bKl0a5lXgb3XWI3ZSC5ZKo7waqxWTexE46ZjIUH4mjWt6Iw-1lt9LYT_PaiUSla0IOu9O8Sx5Nu7CnoSqqg..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"(含全餐)D3、10月4日  大同—云冈石窟(30公里)7:30早餐,8:00,游览中国四大石窟之一的云冈石窟景区,探访中国石刻艺术宝...",微信公众号
"【10月1-6日 】跟着'悟空'游山西,平遥-晋祠-悬空寺-应县木塔-云冈石窟-乔家大院-万年冰洞",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd90j_JRRrd1OT0uaIe_R3FNPyOYm2f5jqZXuo7GyjhbE_Ob9TpoGz1ZTsG4-jwCk0f0fRMOLrOeUtaNRHi_-KT37jiCPZAsLx1FHaXHfZt8q1c_UYzhHXgkONQ6GsCsflszhuS4gTQWihuoeIu3WP5yNybzyV42e4lErkDIx5C9LT1AfaFW2DefQ..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"10月04日. 大同—云冈石窟—太原今天从大同出发20km前往云冈石窟游玩,午后出发前往太原市住酒店.10月05日. 太原—乔家大院—...",微信公众号
"云冈石窟最新公告!10月20日起开放时间有调整,速看!",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd90VdFuTx2MUTlpitpF8tAj7nz_prlS82GJ9fmko0gAwF0iiuUfruYHB8rraf0YmbgNRYAar4lDejfjahzMOa0NuCDODOlpJ5DS83r3dX8CbTJWC5oqsQ6keJvrWZ3DYRVrnxKOJZuEdi9PNHKPRwxVhOtI888Muq0SO-mERB7wUhf_71bqkOtiw..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"公告亲爱的游客朋友:自10月20日起,云冈石窟景区开放时间调整为每日8:30—16:30.请您及时关注“云冈石窟官微”“云冈石窟文...",微信公众号
云冈石窟景区上榜“2023年10月5A级景区品牌传播力100强榜单”,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9CqMeMHd4319mLWy9ok7KojIcvV_aNqEkTfMXvJSwkGckyCgEKC2UZ7d_GIdXNFyzGm3myGkT1IsvFKA8y7_KRe9oCnmGHlKHIVUGdsPTcD0CmBQVVC-evo_1C12iHjnr17NqzT4LVEwqTWwYpcz9V9QFhOz8dBRHI19Ok1pneUBr1dbZWbKUeQ..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"近日,“2023年10月5A级景区品牌传播力100强榜单”出炉,我省7家景区榜上有名.其中,云冈石窟、平遥古城居榜单前10.我省上...",微信公众号
【国庆假期五】10月1-7日云冈石窟五台山 芦芽山 平遥古城 7日,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8W8-nu5qjPFEPMFPaYgvCOWVqXa8Fplpd9HX8qUs8OV2vWVOJqjqLmK8KyKGeclgb5ciXq0mJLCc1e2l9a00w8OD8-jvyJlHim6Xgaf_cOJW3QqL3VxBEhV7-PrFwobjPiSyP7-09fZwRVnW8hrHUX1wpDV8lhCcOitNe2Ly8X7WYQKofhktQ_DT-M4zIxqOOSg-WFzq9Z-jz6zvkPgoArRQ..&type=2&query=%E4%BA%91%E5%86%88%E7%9F%B3%E7%AA%9F 10%E6%9C%88&token=D11C1A812EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C3E,"云冈石窟位于中国北部山西省大同市西郊17公里处的武周山南麓,... 因个人原因退出活动者在活动出发前五天退出活动可全额退款10....",微信公众号
游客从壶口瀑布坠落  民警舍命救人,2025-10-05,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9IjObB-61OiW0xIlrdyhaqzZPMYaYCnoJOCu_CXc9o_dY11WNEN-LdTPfDXHRZZ-yyuu3AxuVjeTk6SpI_E_tSvRmiDMYjxRDYN0vSVjcuw9QxPqMjf6_-GEPrEVn25vWhJ9gaXiqWEOpXOpG6MYkzAaZjGN9pSlnyiAYL3xeVgFhWLv6O878UA..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"正在瀑布旁观赏的游客突然翻越安全防护栏从岸上坠落,10月5日,发生在陕西宜川县壶口瀑布景区的这一幕让人心惊.所幸的是男子...",微信公众号
网传豪华越野车卷入壶口瀑布?当地政府紧急辟谣!,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DJHEgd8V_FFWFFpHUX6RTpOVgrFeYQugDqmj5rC9ZYRT7T4ed8yBQ-3bx4LOpmUBK4PJv1CsLA_SgXKOI1sv6ZSyKx1YHWC869rmWxadzGdmCYbeUFUd3O9wzxGR6fBF5idn19QTvY0QrPvV_QOaMc0QmN3wAINAuLV0X4kE4TmO8kGCPFGrZnXfq30oF_wyieqC0Kg2S91UsyjkH6ihig1LiSmvrv06jPodJhbqk4865Iyz8dVQEWnuFLfpzRw38pr7mmzmsb61iZqwg0yoRFw.&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"但壶口瀑布所在地的吉县政府网站02月09日10:42:58发布一片辟谣消息,称视频中的并不是壶口瀑布.关于网传壶口瀑布虚假消息的声...",微信公众号
新闻早餐来了丨2023-7-10,2025-10-08,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9VfMoqSa6uCtUfNEkcoIg-lDvcDY67k3yaclIOjzxRCtO3H8Ye8C4z2H84aAEMRg7wdpspICgwM0ZC4WYnmPZ_HAp_0gF2Ocfx9pV2sPsMyj8PUegQvpLdsEfZ7O6sFYvRBVIsMc9ha56zwtlr7MQlH0zri0cIIg1KhIiPbaesi1r1dbZWbKUeQ..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"当地时间2022年10月8日,卫星航拍爆炸起火的克里米亚大桥,桥... 图刊黄河壶口瀑布水量大增再现壮美瀑布群景观连日来,受上游水...",微信公众号
早啊!新闻来了〔2020.08.11〕,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9yCZiPPPf2oWfyck6atrmIt7Zc6x7_8QOEDtT2i8g4-NYb6SIVv6Bco-O2ymJMKaJ2qxeOfwZTGs5dsPRHAVJh_kEStvelWnN6I1wsPvO_KK-ABpzsEXsCbH7WhbgDQxBGhXsTFvVBRI3CcZnlwTkRPrsIkoAwymp3vKto4ctOYWAFV_3u-a3OQ..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"山西壶口瀑布景区10日恢复对游客开放.△8月5日,受黄河第3号洪水影响,山西吉县黄河壶口瀑布景区临时关闭.10日,大熊猫国家...",微信公众号
"黄河水终于清了,先生你却走了……",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9IjObB-61OiW0xIlrdyhaqzZPMYaYCnoJOCu_CXc9o_dY11WNEN-LdYFaraxgumqBRCS5QolTm7BZFlP38Ac_4605bCOL5MKKo_VO8V7Onv13Bj4y1yzbC1C7tlbw4pDOVeWvVayaLiRk9_bHiG4HNbfC_xmmw8XNAJ_lQLLtkcIGX_iHL9MadA..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"10月11日,著名的土壤学与水土保持专家, 中国共产党优秀党员... 黄河壶口瀑布飞溅的水雾在阳光下形成美丽的彩虹 詹彦 摄从开封...",微信公众号
"这份指南请收好,祝你中秋国庆出行一路畅通~",2025-10-01,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9yCZiPPPf2oWfyck6atrmIt7Zc6x7_8QOEDtT2i8g4-NYb6SIVv6BcirJ9x8U9nxnYuOUT3mIPPMYhrsSd7QWUem_056sFonLD84aaW2vG6rTWechCqsl9v41_KtzPUVlwK1X8vMrXqr6nbVZaPFywgdbA005okwRErTxmEFceeyrCDCayYmfpA..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"自10月1日起,降低6家5A级景区和3家重点4A级景区共9家景区门... 黄河壶口瀑布风景区周边道路最为拥堵“十一”期间周边道路易拥...",微信公众号
新闻早餐来了丨2022-3-10,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9VfMoqSa6uCtUfNEkcoIg-lDvcDY67k3yaclIOjzxRCtO3H8Ye8C4z2w9kQ0Qk34L_Tidejm4iEW9nbVHyOvluIk93_S9ol0ynMf3RANgb4uUWqZQF15FYKZvEP0N0hbbzDlXENvr3Hf5s0MlhsSDBfZnWLrQbrgwAhM0b2YPJ-kHpHkoPMgL3A..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"黄河壶口瀑布水流量明显增大,在春日阳光的映照下,飞瀑与彩虹相映成趣.来源:视觉中国今日话题有人说,未成年人文身“酷一时...",微信公众号
三分钟速览《新闻联播》2016.12.30,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6ft3wfAVofsP5Peu-UiA4DJHEgd8V_FFWFFpHUX6RTpOVgrFeYQugDoMVhuApEGNrsw-loBy1UcI8f5eJubqQj_Y8AtrctnwpvGMmfIXsVsfGI8F8rfVt4zV4R7Flu1g-szP0pWTD9_j3GGVh8oFUkXQdQ0vN5CM2iqtSZknCjSe0kptjUIXQYVw7lzEJl7OdvMKYI3aV9YRbI1MWBjwXoPQgvbLsAc4lmxAwVHm76QnamjCaEx4q-vpXpuv22PUi5h68sFmj7wmcht-F0MBMGOBvgTXSdiPsiZqwg0yoRFw.&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"来自全球文化领域的10位个人和1个集体获得了“传播中华文化年度人物”奖.黄河壶口瀑布现冰挂美景受持续降温影响,黄河壶口瀑...",微信公众号
新闻早餐来了丨2017-12-18,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9VfMoqSa6uCtUfNEkcoIg-lDvcDY67k3yaclIOjzxRCtO3H8Ye8C4zxAD1DqfnFOqYG3aKEiAfRm-Td6Z_f1xERn5-ou7w9XVUrOuIrGjijh_wR3P1G-hrdqw4hXHMTfk50ZBzZArtBAHSsgR-ZIQnY9XG8cbqM2PItMr1kvaxan1AfaFW2DefQ..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"山西吉县黄河壶口的当地气温连续数日处于-10℃以下,壶口瀑布翻滚的浪花和水雾在两岸的护栏和岩石上迅速凝结,形成姿态万千的...",微信公众号
早啊!新闻来了〔2019.10.30〕,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WmTVfkvor7KfMFPaYgvCOWVqXa8Fplpd9yCZiPPPf2oWfyck6atrmIt7Zc6x7_8QOEDtT2i8g4-NYb6SIVv6BclgVkF7zy3wipIDp6XPYcnznZeGcFYszb2rnJD_ZKs66EHaLS9FTF5ceWLEB5Gv8uaRAINtcV264BFZZjJ4L0E0x5IS17VFiKE80AcSu2c6nCdxDZTeBtFsCYioxHkzTmA..&type=2&query=%E5%A3%B6%E5%8F%A3%E7%80%91%E5%B8%83 10%E6%9C%88&token=D11C39252EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C45,"深秋时节,黄河壶口瀑布的景色别具特色,吸引大量游客.每逢晴... 其中拟规定小学生晚9点、初中生晚10点可经家长确认拒绝完成剩...",微信公众号
晋祠博物馆今日(10月4日)接待人数已接近馆区最大承载量,2025-10-04,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9uH4hmrQActO2KelwEfhF8w9274MrPP92yoR5ozgwd8HrSK5y4YhlTVMWApKtyOP_3rg9wM1YAZNA5VGakDCHtu3a92i-3qd5_sVxAKKIoRrQXtlHWOdIbi1yyS6Z0W8bBAK0Pwd_fUjQgZOu1TM4bCAu9vGnzT9xKjmhMeCLkTZ5Nu7CnoSqqg..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"11.5公里综上信息,您可以依据实况及时调整出行规划,以免对您的旅途造成影响.晋祠博物馆2025年10月4日来源:晋祠博物馆",微信公众号
【山西深度全景】10月8日|五台山、佛母洞、悬空寺、云冈石窟、平遥古城、乔家大院、壶口瀑布、晋祠双飞纯玩六天,2025-10-08,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9L7gmADqAPaqZWTgZ3N88KFeh_75PMErhzIC_-hdwyqMNyI05KsnITeotI5F8UADuYp8AX95YAMlExFIgKElsgCfm9_djcHv3CxMfd3j6jdHTe-fF2loM8KS101dFH0jjXUDPQMODWIxSga-Owy4r5iPH3M0xLgKZmyKH6ePlNlJFH6In5Ei3zg..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,全晋山西【全晋山西】六日游五台山、悬空寺、云冈石窟、平遥古城、乔家大院、壶口瀑布、晋祠、太原古县城双飞六天10月8/10/12/...,微信公众号
醉美十月晋祠秋色,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9lja1F-T0X1KuutEvzKHBRCXt-jRzW2dVHvzf7CrNnVEOyl8TIK2jsgNXG859eDpra-LtPJZbM7ZcG1a62BcP6gqvF35LgkI8i46AZg4tP4ZzJPUR3Kal7qpnQtl-06e1-gBz--5fSLoSk13dw3-gO54Ryc92uDWcX_T4lmUfL2-q3X8EKMKOIA..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,晋祠的秋色更是色彩斑斓绚丽多彩.  2023年10月19日手机拍于晋祠景区三晋出版社《山西国宝周历•2024(彩塑卷)》,微信公众号
"直播预告|10月1日9:00,云游晋祠,法治同行",2025-10-01,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9Y_XVeAjnc_322JHP431w5MvIGdu-GnSLMuBwacKKWvYyIVY-ve5AdE8hJQIDoxRI4KxShfr39R6syATi3FD00kP9CACV_Rcj6UFKLxCUnlLKlXTEIeNnD_mZAWsWsadULFcvpl_zd8bMmsugSAmGE6APHp5h9A0c3_OM8eCclLx6VKrzu_4XKA..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"云游晋祠,法治同行.10月1日9时,由山西省文物局主办,太原市文物局支持,山西晚报·文博山西和晋祠博物馆承办,将联合举办一...",微信公众号
"【10月1-6日 】跟着'悟空'游山西,平遥-晋祠-悬空寺-应县木塔-云冈石窟-乔家大院-万年冰洞",2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd90j_JRRrd1OT0uaIe_R3FNPyOYm2f5jqZXuo7GyjhbE_Ob9TpoGz1ZTsG4-jwCk0f0fRMOLrOeUtaNRHi_-KT328C-ySqgF75_DBMZTrsIjvHizRRxNLeynIEZ3U9fCI9BjGT97eyEgWcYcPBAC6yGSzETDxTXZCW8NSB5fcd4AJ6VKrzu_4XKA..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"10月02日. 平遥—晋祠—浑源县平遥到晋祠70km 早上8:00点出发上午游玩晋祠.下午前往浑源县,安排入住之后 自由前往浑源古城游...",微信公众号
【短线团】10月6日天龙山+晋祠公园休闲1日游,2025-10-01,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9KpWCeTNGJdle7yqk_-wqjkY0bsW-tzb0WSsIoMY8YFZR75orDtc6k2R_6JGxV43g6MWBaoNF6dUuelo95OrVNb-jRIC0rHO56Szl53tx89Za4JAg17fWEoSTLXD7VrgoqpaNK-FvklK0QecfSzmUtrS40w5YpLl_P5csYjgZ3t0GX_iHL9MadA..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,发团信息参考日期2025年10月16日产品报价现金报名60周岁以上:40元/人行程特色:天龙山国家森林公园---天龙山景区;晋祠公园;...,微信公众号
2020年10月3-6日自驾晋祠-平遥古城-乔家大院-壶口瀑布-洪洞大槐树4日游招募中,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9gCC6iHDuUtp0BxO3OKytSEvEjauyInodITaIuBSCVjte5kFvmaaJ4l6_LKLLT7WNifNqdms8MKi8LZ5cwBKSwVCv37q0hqFeOGo7j9eKx7GZeOBvWeLkP5UZkd2wM699izhDK4yPkf93dqZuyYTzU4v_nBv9oc3XkPb9tr-26rHP28temKTOwg..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,【活动时间】2020年10月3-6日(4天 )【活动地点】晋中 平遥  临汾【游览景区】晋祠平遥古城 乔家大院 壶口瀑布 大槐树【活动主...,微信公众号
【国庆假期/双动5日】仅此一班10月2日传奇晋西北“太原、芦芽山、马仑草原、平遥古城、晋祠、升级入住平遥民俗客栈等”纯玩五日游,2025-10-02,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9WH9aGi2CSjnAxM3AGebvVGaQFzfgjciLUkxT95G4oakZ-tqdUTlnHbfVpTPVc4kVWNiq0XVOI7YPKrVUmlo4y22vnkTRyPflugQ1yrlDdkS3feMloDsnd8l5cJq5tAnJmWgOoVLaXpBE5zcAeeGPvsaZbq_BVRYw4-P9Vkp9Hl9flztgI7RZ1g..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"L-SD-06163-012【活动时间】10月2日—6日,5天4晚烟台独立成... 住太原第二天晋祠-乔家大院-平遥古城   含早中                        住平...",微信公众号
晋祠博物馆基本陈列10月23日正式面向公众开放,2025-10,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd9E5APfRSiaL82lQtimJnCrwLjmtsn4-IOcuQARQp0kWxIROuvVnqlBstv7uV7mSlEgah8tCUwT9vYS3Te6D8_0Udt8bJiR0KZ-mn1zpjGQdgwHCNyeO_2W9fDfD5Yx8ffG-wQINQuZMlSudoNsuxeTMnjjoH-s8rPb9jTh9BOcbFf_71bqkOtiw..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"“万古一脉”晋祠博物馆基本陈列,10月23日正式面向公众开放.展览以宏阔的历史视野、深厚的文化内涵和创新的展陈语言,深入解...",微信公众号
"10月3号发团,平遥古城+乔家大院+晋祠二日游",2025-10-03,https://weixin.sogou.com/link?url=dn9a_-gY295K0Rci_xozVXfdMkSQTLW6cwJThYulHEtVjXrGTiVgS8Yb2aZgmg8WbkfO7p9Yg-LMFPaYgvCOWVqXa8Fplpd90h0pWLRfzzzFz_GLpU7MjYQLb4mDQd25lyJCmg9H2f26RTOcqwNEF5Gzb-y7TdRviFlLbhTI0YMLGSZQjbcau6LPxivwAmr0mmzN3gZXOXvHKLlCzCrmlsyipaBd9Z26gNYu1DTcLggsRz3wCr-C0kaMKvYs4rsXaH--T_QFAQGfxjh3za6jWA..&type=2&query=%E6%99%8B%E7%A5%A0 10%E6%9C%88&token=D11C60842EAAA1C1B0B6F2CEC3DDF4E8B0541E9A69037C4D,"乔家大院门票----全价100元,半价58元2.晋祠门票----全价72元,半价40元60周岁以1.2米以下上免,18岁以下半票特别提示旅游费用为...",微信公众号
